0.44856,1.0506,1.6865,1
0.71936,0.96101,0.71281,1
0.69465,0.93921,0.68519,1
0.44684,1.0502,0.80558,1
0.56003,1.0734,1.2474,1
0.63416,1.5966,3.0005,1
0.56294,1.1755,1.3189,1
0.55462,1.0092,1.2703,1
0.47204,0.9418,1.1449,1
0.50499,0.87301,0.93596,1
0.50106,0.92722,1.6397,1
0.50719,0.87481,1.136,1
0.61969,1.2154,1.0774,1
0.58825,1.8359,2.2459,1
0.53029,1.0811,1.1235,1
0.65092,1.1069,1.2779,1
0.62481,1.6131,1.0511,1
0.55376,1.2072,1.2217,1
0.64294,1.117,1.4651,1
0.54925,1.1594,1.5258,1
0.57395,0.9224,1.1757,1
0.688,0.79403,0.60079,1
0.5989,1.1308,1.061,1
0.75053,1.6368,2.1531,1
0.64492,0.87831,0.98961,1
0.63708,0.93485,0.85707,1
0.65357,1.2411,1.1619,1
0.64847,1.209,1.2836,1
0.59861,1.1086,0.86089,1
0.57188,1.2151,1.173,1
0.47368,1.1187,0.92379,1
0.4608,0.97637,0.9161,1
0.54442,1.3132,0.76868,1
0.63023,1.18,1.0736,1
0.65904,1.2896,1.0752,1
0.64989,1.3417,1.2829,1
0.79047,1.2444,1.4169,1
0.61934,1.2495,0.98432,1
0.69015,0.95462,0.97052,1
0.72482,0.85292,1.2865,1
0.63042,0.83798,0.94568,1
0.60245,0.69311,0.82792,1
0.52655,0.88875,1.0087,1
0.56394,1.0256,1.2708,1
0.6241,0.65438,1.1939,1
0.62389,1.0958,1.4901,1
0.54736,0.87779,1.2573,1
0.5002,0.91661,0.60757,1
0.6725,1.3577,1.4679,1
0.56562,0.93419,0.82295,0
0.53958,0.95094,1.0052,0
0.62039,1.3793,1.5071,0
0.61776,1.0973,1.1996,0
0.62451,1.0941,1.2285,0
0.62039,1.3793,1.5071,0
0.53958,0.95094,1.0052,0
0.59417,1.427,0.99968,0
0.59471,1.4207,0.95952,0
0.59043,1.2672,1.2613,0
0.56712,1.2114,1.221,0
0.57707,1.5506,1.6298,0
0.51865,1.2741,1.6145,0
0.50956,1.1168,1.2862,0
0.49499,1.0385,1.2819,0
0.53267,1.2519,1.51,0
0.5235,1.0049,0.88469,0
0.51836,1.0089,0.87078,0
0.57518,1.2496,2.0236,0
0.58585,1.2492,1.7846,0
0.50346,1.179,1.9302,0
0.52902,1.2523,1.8448,0
0.52319,1.4183,1.3039,0
0.54528,0.9976,0.98536,0
0.60751,0.96314,1.2454,0
0.46444,1.1016,2.3501,0
0.53267,1.2519,1.51,0
0.59801,1.5794,2.4072,0
0.56258,1.4441,1.6671,0
0.64445,1.8167,1.8081,0
0.57276,1.4968,1.6946,0
0.60573,1.3717,1.3974,0
0.55922,1.4918,1.0783,0
0.51572,1.0571,1.3722,0
0.48526,1.2782,1.711,0
0.44748,1.5253,1.6731,0
0.53603,1.1982,2.1529,0
0.55333,1.1675,1.1102,0
0.64459,1.3689,1.4591,0
0.61357,1.5178,1.4259,0
0.52949,1.2821,2.0126,0
